# ra_deg|dec_deg|mag|bv|bayer|proper_name|constellation
157.6566|55.9805|4.82|0.541|||UMa
157.7493|-13.5885|5.59|-0.028|||
157.7586|-73.2215|4.94|1.677|||
157.7694|82.5586|5.25|0.399|GJ392.1||
157.8409|-53.7155|4.89|0.500|GJ397.2||
157.9641|32.3796|5.90|0.114|||LMi
157.9893|-45.0667|5.76|-0.194|s||Vel
158.0061|-61.6853|3.30|-0.089|p||Car
158.0491|14.1373|5.43|1.696|||Leo
158.1400|-44.6185|5.91|0.920|||
158.1992|-58.6667|5.98|0.290|||
158.2028|9.3066|3.84|-0.148|ρ||Leo
158.2369|-47.0034|5.02|1.045|t||Vel
158.3079|40.4256|4.72|0.222|||
158.3788|34.9887|5.57|0.029|||LMi
158.5037|-23.7452|5.08|1.596|||Hya
158.7001|6.9537|5.07|0.921|||Leo
158.7590|8.6504|5.67|0.059|||Leo
158.7728|75.7129|4.86|0.957|||
158.7904|57.0826|5.16|0.349|||UMa
158.8035|-39.5626|5.50|2.500|||
158.8671|-78.6078|4.11|1.580|γ||Cha
158.8971|-57.5576|4.45|1.604|r||Car
159.0855|-59.5644|5.08|1.172|t1||Car
159.1349|-12.2301|5.71|0.528|GJ398.1||
159.3072|-27.4126|4.87|1.626|||
159.3256|-48.2256|3.84|0.300|p||Vel
159.3628|-58.7333|5.47|0.500|V0370||Car
159.3886|-13.3845|4.89|2.500|U||Hya
159.5110|-57.2563|5.89|-0.128|V0514||Car
159.6456|-16.8766|4.91|0.922|φ||Hya
159.6801|31.9762|4.68|0.823|||LMi
159.6875|-59.1830|4.69|1.562|t2||Car
159.7484|-58.8169|5.96|1.692|||
159.7736|53.6683|5.55|1.270|||
159.7818|37.9100|5.84|0.595|||LMi
159.8266|-55.6033|4.29|1.025|x||Vel
160.0477|-65.1002|5.51|-0.158|V0364||Car
160.4511|68.4435|5.74|1.315|||
160.4647|-79.7833|5.97|-0.071|DR||Cha
160.4856|65.7163|5.12|1.207|||UMa
160.5588|-64.4664|4.76|-0.139|V0518||Car
160.6690|-59.2158|5.36|0.213|V0519||Car
160.6799|-32.7157|5.63|0.006|||
160.7392|-64.3945|2.74|-0.220|θ||Car
160.7578|26.3256|5.51|0.160|||LMi
160.7668|69.0762|5.01|1.406|||
160.8372|4.7477|5.77|1.168|||Sex
160.8540|23.1884|5.08|0.042|||LMi
160.8845|-60.5666|4.58|1.700|w||Car
160.8870|46.2039|5.18|0.324|||
160.9306|57.1992|5.79|-0.038|||UMa
160.9633|-64.2490|5.74|0.012|||
161.0288|-63.9611|4.80|-0.134|||
161.2668|67.4114|5.95|2.382|VY||UMa
161.3180|-80.4696|5.46|0.957|δ1||Cha
161.4458|-80.5402|4.45|-0.188|δ2||Cha
161.4662|30.6823|5.36|-0.050|||LMi
161.5690|-64.5146|5.33|-0.096|||
161.6023|18.8915|5.50|1.134|m||Leo
161.6053|14.1946|5.49|0.908|k||Leo
161.6233|-64.2632|5.23|-0.077|||
161.6924|-49.4203|2.69|0.901|μ||Vel
161.7134|-64.3835|4.87|-0.149|||
161.7169|-17.2969|5.44|0.112|b1||Hya
161.7395|-56.7572|5.14|-0.080|||
162.0225|-59.9192|5.98|0.274|V0522||Car
162.0588|-31.6879|5.87|0.028|||
162.1690|-1.9589|5.92|1.608|||
162.3143|10.5452|5.32|0.035|l||Leo
162.3518|-59.3238|5.85|0.008|||
162.4062|-16.1936|3.11|1.232|ν||Hya
162.4312|-9.8527|5.85|1.074|||
162.4876|-34.0582|5.61|0.038|||
162.5752|-8.8978|5.80|0.156|||Sex
162.7725|-3.0927|5.95|1.475|||
162.7959|56.5823|5.66|1.132|||UMa
162.8488|59.3201|5.57|1.160|||UMa
163.1285|-57.2404|5.26|0.130|V0524||Car
163.3279|34.2149|3.79|1.040||Praecipua|LMi
163.3730|-20.1387|5.23|0.480|b3||Hya
163.3736|-58.8532|3.78|0.945|u||Car
163.3779|69.8539|5.91|1.010|||
163.3935|54.5851|5.12|1.355|||UMa
163.4253|-70.7203|5.99|-0.020|||
163.4321|-2.1292|5.45|0.966|p1||Leo
163.4948|43.1900|4.66|-0.039|ω||UMa
163.5741|-13.7580|5.65|0.832|||
163.6233|-61.8266|5.95|1.736|||
163.7424|34.0348|5.73|1.032|||LMi
163.8218|-60.5170|5.93|1.065|T||Car
163.9033|24.7497|4.30|0.016|||Leo
163.9267|0.7369|5.91|0.425|||Leo
163.9349|33.5069|5.02|1.101|||UMa
164.0061|6.1854|5.91|1.256|||Leo
164.1794|-37.1378|4.60|1.006|ι||Ant
164.2827|-50.7650|5.90|0.173|IW||Vel
164.8073|-33.7376|5.70|0.374|||
164.8666|40.4303|5.03|0.624||Chalawan|UMa
164.8789|-16.3537|5.88|1.600|||
164.8866|36.0931|5.99|1.595|||
164.9436|-18.2988|4.08|1.079|α|Alkes|Crt
164.9974|-43.8071|5.81|-0.064|||
165.0386|-42.2259|4.37|0.116|i||Vel
165.0487|-14.0834|5.86|1.501|||
165.0613|45.5263|5.47|1.466|||
165.1402|3.6175|4.84|1.144|d||Leo
165.1867|6.1014|4.98|0.166|c||Leo
165.2101|39.2121|5.06|0.255|||UMa
165.4570|-2.4846|4.73|1.593|p2||Leo
165.4603|56.3824|2.34|0.033|β|Merak|UMa
165.5824|20.1798|4.42|0.053|b||Leo
165.8120|-11.3035|5.51|0.938|||
165.9025|-0.0008|5.95|1.218|p3||Leo
165.9320|61.7510|1.81|1.061|α|Dubhe|UMa
166.1300|-47.6791|5.67|0.256|||
166.2258|-35.8047|5.43|0.021|||
166.2543|7.3360|4.62|0.332|χ||Leo
166.3329|-27.2936|4.92|0.369|χ1||Hya
166.4899|-27.2879|5.69|-0.067|χ2||Hya
166.6351|-62.4241|4.62|0.988|z||Car
166.7079|-70.8779|5.58|-0.070|||
166.7259|1.9555|5.52|0.955|p4||Leo
166.8195|-42.6387|5.15|0.029|V0815||Cen
167.1417|-61.9472|5.11|0.195|z2||Car
167.1475|-58.9750|3.93|1.225|x||Car
167.1833|-28.0807|5.43|0.069|||
167.2045|24.6585|5.70|0.081|||Leo
167.3295|36.3094|5.71|1.400|CO||UMa
167.4104|43.2077|5.89|1.564|||
167.4159|44.4985|3.00|1.144|ψ||UMa
167.4725|-32.3675|5.79|0.027|||
167.9145|-22.8258|4.46|0.025|β|Al Sharasif|Crt
168.1377|-49.1010|5.37|0.175|||
168.1501|-60.3176|4.59|0.541|y||Car
168.1884|-64.1698|5.22|-0.082|||
168.3112|-44.3722|5.77|1.661|||
168.3783|-59.6193|5.74|-0.106|||
168.4141|-53.2318|5.75|1.309|||
168.4398|-0.0695|5.40|-0.020|p5||Leo
168.5076|8.0607|5.79|1.128|||
168.5271|20.5237|2.56|0.128|δ|Zosma|Leo
168.5600|15.4296|3.33|-0.003|θ|Chertan|Leo
168.8010|23.0955|4.56|1.657||Zubrah|Leo
168.9662|13.3076|5.31|1.189|n||Leo
169.1654|-3.6516|4.45|0.210|φ||Leo
169.1744|49.4763|5.88|1.102|||
169.3225|2.0106|5.18|1.511|||Leo
169.5468|31.5308|3.79|0.606|ξ|Alula Australis|UMa
169.6197|33.0943|3.49|1.400|ν|Alula Borealis|UMa
169.7290|1.6504|5.90|1.040|||Leo
169.7829|38.1856|4.76|0.113|||UMa
169.8185|-64.5825|5.99|0.471|||
169.8352|-14.7785|3.56|1.112|δ|Labr|Crt
170.2517|-54.4910|3.90|-0.157|π||Cen
170.2841|6.0293|4.05|-0.058|σ||Leo
170.7066|43.4827|4.99|0.998|||UMa
170.7839|-56.7794|5.82|-0.004|||
170.8028|-36.1648|5.00|1.464|||
170.8392|-64.9547|5.09|-0.061|||
170.8412|-18.7800|5.08|0.439|λ||Crt
170.9811|10.5295|4.00|0.423|ι||Leo
171.0097|1.4078|5.39|0.938|||Leo
171.0464|-72.2566|5.55|0.017|||
171.1525|-10.8593|4.81|1.556|ε||Crt
171.2205|-17.6840|4.06|0.216|γ||Crt
171.2455|11.4303|5.80|1.376|||
171.3727|-36.0631|5.21|0.979|||
171.3879|-37.7476|5.87|1.503|||
171.4016|16.4565|5.58|0.390|||Leo
171.4298|-63.9725|5.18|0.495|HD 99453||
171.4880|55.8505|5.73|0.988|||
171.6476|-61.1152|5.22|-0.077|||
171.6969|-53.1599|5.80|0.517|||
171.7897|-12.3567|5.93|0.490|κ||Crt
171.9843|2.8563|4.95|1.000|τ||Leo
172.1462|-42.6742|5.14|-0.028|||
172.2672|39.3370|5.30|0.019|||UMa
172.2690|61.7784|5.83|0.382|||
172.4109|-24.4640|5.77|0.067|||
172.4244|15.4133|5.74|1.371|||Leo
172.5787|-3.0035|4.77|1.529|e||Leo
172.6210|18.4098|5.54|1.056|||Leo
172.6297|43.1732|5.94|0.524|||UMa
172.8509|69.3311|3.82|1.613|λ|Giausar|Dra
172.9420|-59.4421|5.07|1.026|ο1||Cen
172.9533|-59.5156|5.12|0.432|ο2||Cen
173.0683|-29.2610|4.93|0.540|||Crt
173.0833|-66.9618|5.89|1.136|||
173.0864|61.0825|5.46|0.515|GJ431.1A||
173.1981|-7.8275|5.94|1.380|||
173.2003|-40.4362|5.64|1.578|||
173.2255|-31.0872|5.13|1.581|||
173.2505|-31.8576|3.54|0.947|ξ||Hya
173.4050|-40.5866|5.39|0.117|||
173.5915|3.0602|5.76|0.480|||Leo
173.6229|-32.8313|5.96|0.811|GJ432A||
173.6770|16.7969|5.95|-0.156|||Leo
173.6902|-54.2641|4.62|-0.077|A||Cen
173.7369|-49.1365|5.50|1.041|||
173.7704|54.7854|5.63|1.032|||
173.8053|-47.3726|5.64|1.682|C1||Cen
173.9454|-63.0198|3.11|-0.044|λ||Cen
173.9816|-47.6416|5.26|0.257|C2||Cen
174.0117|69.3230|5.19|0.974|||Dra
174.0748|27.7814|5.80|0.248|||
174.0932|-61.0524|5.84|-0.102|||
174.1456|-33.5701|5.71|1.020|||
174.1705|-9.8022|4.70|-0.073|θ||Crt
174.2372|-0.8237|4.30|0.983|υ||Leo
174.2522|-61.2834|5.14|1.105|||
174.3151|-75.8965|5.64|0.362|π||Cha
174.3916|-47.7473|5.46|1.230|C3||Cen
174.4516|-67.6204|5.94|1.013|||
174.5304|-61.8266|5.15|-0.040|||
174.5857|43.6254|5.56|0.348|||UMa
174.6150|8.1343|5.24|1.499|ω||Vir
174.6667|-13.2019|5.48|0.520|ι||Crt
174.8733|-65.3978|5.01|0.804|GT||Mus
175.0533|-34.7447|4.70|-0.070|ο||Hya
175.1770|-53.9686|5.95|1.670|V0914||Cen
175.1961|21.3527|5.26|0.984|||Leo
175.2235|-62.0901|4.93|1.111|||
175.2626|34.2016|5.31|0.723|||UMa
175.3325|-43.0957|5.54|0.044|||
175.3927|31.7461|5.73|0.440|||UMa
175.4331|-32.4994|5.20|1.475|||
175.6182|66.7449|5.32|1.267|||Dra
175.8633|-37.1902|5.98|1.449|||
175.8800|-62.4894|5.00|0.784|V0810||Cen
176.1907|-18.3507|4.71|0.958|ζ||Crt
176.3210|8.2581|4.84|0.174|ξ||Vir
176.4017|-66.7288|3.63|0.160|λ||Mus
176.4332|-45.6901|5.28|-0.118|||
176.4648|6.5294|4.04|1.501|ν||Vir
176.5126|47.7794|3.69|1.181|χ|Taiyangshou|UMa
176.6284|-61.1784|4.11|0.895|||
176.6295|-40.5004|4.89|0.664|GJ442A||
176.7318|55.6282|5.27|1.276|||
176.8298|-57.6965|5.42|1.664|V0918||Cen
176.9788|8.2459|5.31|0.038|A1||Vir
176.9964|20.2189|4.50|0.547|||Leo
177.0606|-66.8149|4.75|1.522|μ||Mus
177.1613|14.2842|5.90|0.303|||
177.1878|-26.7498|5.10|1.594|II||Hya
177.2649|14.5721|2.14|0.090|β|Denebola|Leo
177.4211|-63.7885|4.30|-0.149|j||Cen
177.4238|34.9318|5.73|0.467|||
177.4859|-70.2258|4.98|1.360|||
177.6137|-62.6494|5.68|0.233|||
177.6738|1.7647|3.59|0.518|β|Zavijava|Vir
177.7593|-5.3333|5.62|1.058|||
177.7862|-45.1735|4.47|1.283|B||Cen
177.9234|-30.8348|5.85|0.554|||
177.9634|-65.2059|4.89|-0.123|||
178.0428|-56.9877|5.56|0.069|||
178.2272|-33.9081|4.29|-0.100|β||Hya
178.4577|53.6948|2.41|0.044|γ|Phecda|UMa
178.6772|-25.7139|5.26|0.883|||
178.7500|-63.2792|5.89|0.210|||
178.7631|8.4439|5.58|0.937|A2||Vir
178.9172|-28.4771|5.93|1.499|||
178.9189|15.6468|5.53|0.116|o||Leo
178.9934|56.5986|5.83|1.101|||UMa
179.0040|-17.1508|5.17|-0.022|η||Crt
179.4167|-62.4487|5.59|-0.152|||
179.5634|-56.3173|5.44|-0.062|||
179.6986|-64.3396|5.59|0.174|||
179.8231|33.1670|5.95|1.153|||
179.9066|-78.2218|4.88|-0.054|ε||Cha
179.9871|3.6552|5.36|-0.001|b||Vir
180.1852|-10.4460|5.54|0.760|GJ454||
180.2132|-19.6590|5.28|-0.192|||Crv
180.2183|6.6143|4.65|0.122|π||Vir
180.4145|36.0421|5.59|1.019|||
180.5283|43.0456|5.22|0.283|||UMa
180.6571|-69.1923|5.89|-0.080|||
180.7563|-63.3129|4.32|0.280|θ1||Cru
180.9149|-42.4341|5.15|0.417|HD 104731||
181.0692|21.4592|5.89|0.248|||Com
181.0801|-63.1657|4.72|-0.081|θ2||Cru
181.1620|-68.3289|5.34|-0.012|||
181.1936|-76.5191|5.04|1.491|κ||Cha
181.2384|-60.9683|5.95|1.691|||
181.3022|8.7330|4.12|0.967|ο||Vir
181.3130|76.9057|5.78|1.029|HD 104985|Tonatiuh|
181.5959|-65.7095|5.95|0.613|||
181.7204|-64.6137|4.14|0.353|η||Cru
181.9578|-75.3670|5.17|1.278|||
182.0218|-50.6613|4.46|-0.163|V0863||Cen
182.0613|-48.6925|5.34|-0.010|E||Cen
182.0896|-50.7224|2.58|-0.128|δ||Cen
182.1034|-24.7289|4.02|0.334|α|Alchiba|Crv
182.2242|-44.3260|5.75|0.240|V0788||Cen
182.2275|-41.2316|5.51|-0.097|V0817||Cen
182.4221|1.8979|5.95|1.120|||Vir
182.5142|5.8070|5.72|0.352|||Vir
182.5312|-22.6198|3.02|1.326|ε|Minkar|Crv
182.7499|81.7098|6.00|1.618|||
182.7660|-23.6024|5.45|0.055|||Crv
182.9130|-52.3685|3.97|-0.156|ρ||Cen
182.9632|25.8703|5.66|1.401|||Com
183.0387|20.5421|5.60|0.961|||Com
183.0498|77.6162|5.14|0.358|CO||Cam
183.0916|-62.9508|5.91|0.253|||
183.3543|-38.9292|5.77|-0.144|||
183.3581|10.2623|5.85|0.262|||Vir
183.5112|-45.7239|5.31|1.400|D||Cen
183.7483|-20.8442|5.82|1.052|||
183.7854|70.2000|5.72|1.179|||
183.7863|-58.7489|2.79|-0.193|δ|Imai|Cru
183.8565|57.0326|3.32|0.077|δ|Megrez|UMa
183.9515|-17.5419|2.58|-0.107|γ|Gienah|Crv
184.0008|14.8991|5.09|0.068|||Com
184.0315|40.6602|5.69|1.586|||CVn
184.0856|23.9454|4.93|0.957|||Com
184.1256|33.0615|4.99|1.140|||
184.3733|53.1913|5.80|1.330|||
184.3774|28.9372|5.71|0.160|||
184.3928|-67.9607|4.06|1.603|ε||Mus
184.5868|-79.3122|4.24|-0.123|β||Cha
184.6094|-64.0031|4.06|-0.168|ζ||Cru
184.6680|-0.7872|5.90|0.168|||Vir
184.7083|75.1606|5.47|0.054|||
184.7490|-55.1430|5.01|1.600|F||Cen
184.9530|48.9841|5.28|1.623|||CVn
184.9765|-0.6668|3.89|0.026|η|Zaniah|Vir
185.0449|-22.1757|5.94|0.824|||
185.0820|26.6195|5.52|1.091|||
185.0874|3.3126|4.97|1.172|c||Vir
185.1402|-22.2159|5.20|-0.090|ζ||Crv
185.1793|17.7929|4.72|1.010|||Com
185.2120|57.8641|5.54|1.452|||UMa
185.2321|-13.5657|5.14|1.048|||
185.3400|-60.4011|3.59|1.389|ε|Ginan|Cru
185.4893|-56.3744|5.91|1.533|||
185.5306|-67.5221|5.15|0.195|ζ2||Mus
185.5501|-68.3073|5.73|1.038|ζ1||Mus
185.6263|25.8462|4.78|0.515|||Com
185.7060|-57.6761|5.38|-0.098|||
185.8399|-24.8407|5.66|1.153|||Crv
185.8976|-35.4127|5.32|-0.066|x1||Cen
185.9364|-38.9114|5.79|-0.064|||
186.0062|51.5623|4.76|0.877|||CVn
186.0772|26.0986|5.17|0.082|||Com
186.2634|56.7778|5.82|1.622|||UMa
186.2990|-11.6106|5.95|0.043|||
186.3406|-35.1864|5.71|-0.066|x2||Cen
186.4622|39.0186|5.01|0.955|||CVn
186.6003|27.2682|4.92|0.277|||Com
186.6323|-51.4506|4.82|-0.141|G||Cen
186.6496|-63.0991|0.77|-0.243|α1|Acrux|Cru
186.7154|-32.8301|5.56|0.007|||
186.7345|28.2684|4.35|1.128|γ|Al Dafirah|Com
186.7471|26.8257|4.98|0.088|||Com
186.8702|-58.9918|5.38|1.543|BL||Cru
186.8963|55.7127|5.68|1.582|||UMa
187.0099|-50.2306|3.91|-0.192|σ||Cen
187.0936|-39.0412|5.45|-0.073|u||Cen
187.2279|25.9129|5.29|-0.056|||Com
187.3627|24.1089|5.47|0.445|||Com
187.4302|20.8961|5.68|0.093|||Com
187.4661|-16.5154|2.94|-0.012|δ|Algorab|Crv
187.4758|-56.5249|5.78|1.572|||
187.4889|58.4057|5.37|0.205|||UMa
187.4912|-41.7359|6.00|1.515|V0928||Cen
187.5277|69.2011|5.01|1.621|||Dra
187.5727|-23.6964|5.63|1.670|||
187.7523|24.5672|5.47|0.056||Kissin|Com
187.7915|-57.1132|1.59|1.600|γ|Gacrux|Cru
187.9180|-59.4239|5.49|0.622|||Cru
187.9838|-63.5058|5.96|0.263|||
188.0176|-16.1960|4.30|0.388|η||Crv
188.0416|-73.0011|5.88|1.078|||
188.1167|-72.1330|3.84|-0.157|γ||Mus
188.1500|-13.8591|5.74|0.376|||
188.3706|69.7882|3.85|-0.116|κ||Dra
188.3927|-12.8302|5.58|0.861|||
188.4122|33.2476|5.42|1.011|||
188.4356|41.3575|4.24|0.588|β|Chara|CVn
188.4448|-9.4521|5.48|-0.035|q||Vir
188.5968|-23.3968|2.65|0.893|β|Kraz|Crv
188.6766|-44.6730|5.76|0.683|||
188.6834|70.0218|4.95|1.312|||Dra
188.7128|22.6293|4.80|0.012|||Com
188.7823|18.3771|5.03|1.152|||Com
188.7840|21.8814|5.86|1.242|||
188.9397|-41.0219|5.12|0.224|||
189.0043|-39.8695|5.78|0.003|||
189.1973|-5.8319|5.88|0.072|f||Vir
189.2431|17.0895|5.70|1.436|||Com
189.2959|-69.1356|2.69|-0.176|α||Mus
189.4262|-27.1389|5.41|0.334|||
189.4257|-48.5413|3.85|0.049|τ||Cen
189.5934|1.8547|5.68|1.592|FW||Vir
189.6859|-18.2501|6.00|0.310|||
189.7644|-30.4224|5.86|1.207|||
189.7805|21.0626|5.49|0.978|||Com
189.8115|-7.9956|4.66|1.240|χ||Vir
189.9689|-39.9873|4.63|-0.082|l||Cen
190.3165|-13.0139|5.17|0.432|VV||Crv
190.3458|-46.1456|5.84|1.475|||
190.3793|-48.9599|2.20|-0.023|γ|Muhlifain|Cen
190.4152|-1.4494|2.74|0.368|γ|Porrima|Vir
190.4711|10.2356|4.88|0.076|ρ||Vir
190.4857|-59.6858|4.91|-0.044|||Cru
190.4880|6.8066|5.57|0.002|d1||Vir
190.6477|-48.8131|4.66|1.075|w||Cen
190.7094|-63.0586|5.27|0.195|BZ||Cru
190.7882|-56.1762|5.99|-0.074|||
190.9085|-1.5770|5.91|0.850|||
191.0022|-28.3240|5.46|1.346|||
191.2475|39.2789|5.95|0.557|||CVn
191.2826|45.4403|5.42|2.500|Y|La Superba|CVn
191.4044|7.6733|5.22|0.322|d2||Vir
191.4085|-60.9813|4.69|1.049|ι||Cru
191.5700|-68.1081|3.04|-0.178|β||Mus
191.5939|9.5397|5.65|0.989|||Vir
191.5946|-56.4888|4.62|-0.150|||
191.6615|16.5777|5.12|1.346|||Com
191.6926|-33.3155|5.87|1.326|||
191.8290|62.7812|5.88|0.215|||
191.8931|66.7903|5.43|1.567||Tianyi|Dra
191.9303|-59.6888|1.25|-0.238|β|Mimosa|Cru
192.1094|-27.5974|5.65|0.947|||
192.1644|60.3198|5.83|0.467|Wo9417||
192.2259|14.1226|5.71|0.024|||Com
192.2778|83.4178|5.92|0.015|||
192.3069|83.4129|5.38|0.033|||
192.3227|27.5524|5.76|0.051|||Com
192.4374|-71.9863|5.55|1.154|||
192.5448|37.5169|5.87|0.170|DT||CVn
192.6715|-33.9993|4.90|-0.031|p||Cen
192.7412|-52.7874|5.70|0.127|||
192.8249|-60.3298|5.71|0.344|DS||Cru
192.9247|27.5407|4.93|0.681||Polaris Galacticus Borealis|Com
192.9872|-39.6804|5.99|-0.098|||
193.2674|-54.9525|5.91|1.309|||
193.2788|-48.9433|4.33|1.344|e||Cen
193.3239|21.2449|4.89|0.904|||Com
193.3412|-60.3285|5.75|0.295|||
193.3592|-40.1789|4.25|0.224|n||Cen
193.4538|-60.3762|5.89|0.200|κ||Cru
193.5073|55.9598|1.76|-0.022|ε|Alioth|UMa
193.5777|-11.6486|6.00|0.068|||
193.5882|-9.5390|4.77|1.590|ψ||Vir
193.6484|-57.1779|4.03|-0.180|μ1||Cru
193.6537|-57.1687|5.08|-0.089|μ2||Cru
193.6633|-59.1467|4.62|-0.153|λ||Cru
193.7355|47.1967|5.75|1.451|TU||CVn
193.7450|-85.1234|5.45|0.991|ι||Oct
193.7438|-44.1520|5.89|0.633|Wo9423||
193.8310|-42.9157|5.46|1.668|||
193.8690|65.4385|5.23|0.303||Taiyi|Dra
193.9009|3.3975|3.39|1.571|δ|Minelauva|Vir
193.9881|-56.8358|5.34|0.010|||
194.0019|38.3149|5.61|0.337|α1||CVn
194.0069|38.3184|2.89|-0.115|α2|Cor Caroli|CVn
194.0732|54.0995|5.84|0.204|||
194.1320|-72.1852|5.93|1.115|||
194.2681|-51.1988|5.17|-0.066|H||Cen
194.6972|75.4725|6.00|1.030|||
194.7310|17.4094|4.76|1.568|||Com
194.9147|-3.8119|5.79|0.203|k||Vir
194.9795|66.5973|5.37|1.282|||Dra
195.0686|30.7850|4.88|1.165|||Com
195.1498|-3.3685|5.99|1.119|||Vir
195.1821|56.3663|4.93|0.368|||UMa
195.2901|17.1231|5.97|0.971|||Com
195.5442|10.9592|2.85|0.934|ε|Vindemiatrix|Vir
195.5678|-71.5489|3.61|1.190|δ||Mus
195.7722|-71.4757|5.93|0.002|||
195.8888|-49.5273|4.83|0.029|ξ1||Cen
195.9421|-20.5835|5.58|0.554|GJ496A||
196.4351|35.7989|5.20|-0.059|||CVn
196.4678|45.2685|5.64|1.135|||
196.5696|-48.4633|4.71|-0.148|f||Cen
196.5885|21.1534|6.00|0.393|||Com
196.5942|22.6162|5.53|1.461|||Com
196.6462|-41.5884|5.59|1.050|||
196.7261|-35.8620|5.63|0.050|||
196.7277|-49.9062|4.27|-0.182|ξ2||Cen
196.7947|27.6247|4.80|1.482|||Com
196.8512|-59.8605|5.98|0.435|||
196.9095|-53.4598|5.70|-0.061|||
196.9742|-10.7404|5.15|1.138|||Vir
197.0298|-65.3060|5.44|-0.033|θ||Mus
197.1353|-8.9844|5.57|1.178|g||Vir
197.2636|-23.1181|4.94|1.048|ψ||Hya
197.3018|10.0225|5.79|1.025|||
197.4387|-10.3293|5.95|1.490|||Vir
197.4494|16.8486|5.91|1.450|||
197.4875|-5.5390|4.38|-0.008|θ|Apami-Atsa|Vir
197.4970|17.5294|4.32|0.455|α|Diadem|Com
197.5134|38.4990|5.91|0.294|||CVn
197.7870|-42.2329|5.78|0.521|||
197.8467|-43.3686|5.24|1.049|||
197.9643|-69.9420|5.92|0.415|||
197.9683|27.8782|4.23|0.572|β||Com
198.0148|-16.1986|5.04|0.460|||Vir
198.0133|-37.8030|4.85|0.693|GJ501.2||
198.0733|-59.9206|4.58|-0.073|V0831||Cen
198.1372|11.5561|5.76|1.499|||
198.2033|-66.2267|5.91|0.048|||
198.3473|-50.6998|5.90|-0.011|||
198.4289|40.1529|4.94|1.061|||
198.5454|-19.9309|5.31|0.862|||Vir
198.5504|-58.6839|5.91|1.084|||
198.5631|-59.1032|4.90|0.489|GJ503AB||
198.5722|-78.4475|5.84|1.040|||
198.6303|11.3317|5.64|1.514|LN||Vir
198.6803|-48.9570|5.84|1.061|||
198.8123|-67.8946|4.79|-0.078|η||Mus
198.8831|40.8552|5.77|0.198|||CVn
198.9949|-19.9431|5.21|1.011|||Vir
199.1938|9.4242|5.19|0.585|e||Vir
199.2214|-31.5062|5.10|0.959|r||Cen
199.3042|-66.7834|4.86|1.480|||
199.3080|-43.9795|5.82|0.187|||
199.3151|13.6758|5.33|1.304|||
199.3856|40.5726|4.72|0.306|||CVn
199.4012|5.4699|4.78|1.638|σ||Vir
199.5605|49.6821|5.14|-0.049|||CVn
199.6013|-18.3112|4.74|0.709|||Vir
199.6155|34.0983|5.81|1.366|||
199.7304|-23.1715|2.99|0.920|γ||Hya
200.0790|40.1505|5.60|1.204|||CVn
200.1492|-36.7123|2.75|0.068|ι||Cen
200.1576|-52.7478|5.47|-0.125|V0964||Cen
200.2014|-55.8007|6.00|0.236|||
200.2404|-46.8800|5.76|1.106|||
200.4235|2.0872|5.69|0.045|||
200.5404|5.1548|5.89|0.109|||Vir
200.5679|-52.1830|5.81|0.072|||
200.6581|-60.9884|4.52|-0.141|J||Cen
200.7546|-17.7353|5.36|0.987|||Vir
200.8287|-4.9244|5.88|1.431|||Vir
200.9814|54.9254|2.23|0.057|ζ|Mizar|UMa
201.0020|-64.5357|4.52|0.822|m||Cen
201.1385|-5.1640|5.76|0.415|||Vir
201.2778|23.8544|5.75|0.090|||
201.2797|-74.8878|5.04|1.110|ι1||Mus
201.2982|-11.1613|0.98|-0.235|α|Spica|Vir
201.3064|54.9880|3.99|0.169|g|Alcor|UMa
201.3080|-64.4851|5.32|0.411|||
201.4596|-70.6272|5.65|-0.018|||
201.5324|-39.7551|5.11|1.181|||
201.5336|72.3915|5.82|1.652|||
201.5476|-1.1925|5.97|0.183|||
201.5692|46.0281|5.88|0.985|||
201.6799|-12.7077|5.27|1.477|i||Vir
201.7338|-41.4976|5.69|1.477|||
201.7367|78.6439|5.74|0.769|||
201.8632|-15.9736|4.76|1.096|||Vir
202.1075|13.7788|4.97|0.714|||Vir
202.1129|59.9458|5.40|-0.010|||
202.3042|10.8183|5.65|1.052|||Vir
202.3552|-51.1651|5.04|0.059|K||Cen
202.7611|-39.4073|3.90|1.186|d||Cen
202.9912|-6.2558|4.68|1.606|l||Vir
203.1496|-28.6928|5.69|0.037|||
203.2152|-15.3630|5.52|1.228|||Vir
203.2420|-10.1650|5.21|0.964|h||Vir
203.5304|55.3484|5.60|-0.014|||UMa
203.5330|3.6590|4.92|0.029|o||Vir
203.6136|49.0160|4.68|0.132|||CVn
203.6685|-13.2143|5.92|0.020|y||Vir
203.6733|-0.5958|3.38|0.114|ζ|Heze|Vir
203.6992|37.1824|4.91|0.404|BH||CVn
203.8804|-5.3962|5.70|0.950|||Vir
204.2019|-26.4952|5.73|0.220|||
204.2462|24.6133|5.72|1.593|||
204.2750|-44.1432|5.96|0.936|||
204.2958|71.2423|5.50|1.219|||
204.3016|-61.6919|5.63|0.493|||
204.3478|-46.4279|5.91|-0.110|||
204.3651|36.2949|4.82|0.239|||CVn
204.6753|-29.5609|5.81|0.431|||
204.7040|-57.6227|6.00|1.138|||
204.8769|52.9212|5.46|0.113|||UMa
204.8942|10.7463|5.57|0.348|||
204.9523|-40.0517|5.61|1.301|||
204.9719|-53.4664|2.29|-0.171|ε||Cen
